ip,source,category
203.0.113.188,emerging_threats,c2_server
203.0.113.189,abuse_ch,malware
203.0.113.190,abuse_ch,spam
203.0.113.191,spamhaus,spam
203.0.113.192,abuse_ch,brute_force
203.0.113.193,spamhaus,scanner
203.0.113.194,emerging_threats,spam
203.0.113.195,alienvault,scanner
203.0.113.196,alienvault,c2_server
203.0.113.197,abuse_ch,c2_server
203.0.113.198,alienvault,spam
203.0.113.199,alienvault,brute_force
203.0.113.200,alienvault,brute_force
203.0.113.201,abuse_ch,phishing
203.0.113.202,alienvault,phishing
203.0.113.203,spamhaus,malware
203.0.113.204,alienvault,spam
203.0.113.205,alienvault,phishing
203.0.113.206,emerging_threats,malware
203.0.113.207,alienvault,c2_server
203.0.113.208,spamhaus,phishing
203.0.113.209,alienvault,spam
203.0.113.210,spamhaus,malware
203.0.113.211,emerging_threats,malware
203.0.113.212,spamhaus,c2_server
203.0.113.213,spamhaus,spam
203.0.113.214,emerging_threats,scanner
203.0.113.215,emerging_threats,phishing
203.0.113.216,alienvault,malware
203.0.113.217,abuse_ch,phishing
203.0.113.218,alienvault,scanner
203.0.113.219,spamhaus,spam
203.0.113.220,alienvault,phishing
203.0.113.221,emerging_threats,phishing
203.0.113.222,emerging_threats,malware
203.0.113.223,abuse_ch,c2_server
203.0.113.224,spamhaus,phishing
203.0.113.225,abuse_ch,malware
203.0.113.226,spamhaus,phishing
203.0.113.227,spamhaus,c2_server
203.0.113.228,abuse_ch,brute_force
203.0.113.229,abuse_ch,malware
203.0.113.230,emerging_threats,brute_force
203.0.113.231,emerging_threats,brute_force
203.0.113.232,spamhaus,brute_force
203.0.113.233,emerging_threats,spam
203.0.113.234,emerging_threats,phishing
203.0.113.235,emerging_threats,scanner
203.0.113.236,emerging_threats,c2_server
203.0.113.237,emerging_threats,c2_server
203.0.113.238,spamhaus,c2_server
203.0.113.239,spamhaus,spam
203.0.113.240,emerging_threats,spam
203.0.113.241,alienvault,malware
203.0.113.242,emerging_threats,c2_server
203.0.113.243,emerging_threats,scanner
203.0.113.244,spamhaus,c2_server
203.0.113.245,abuse_ch,brute_force
203.0.113.246,spamhaus,malware
203.0.113.247,spamhaus,scanner
203.0.113.248,emerging_threats,c2_server
203.0.113.249,emerging_threats,phishing
203.0.113.250,alienvault,phishing
203.0.113.251,abuse_ch,spam
203.0.113.252,emerging_threats,c2_server
203.0.113.253,emerging_threats,spam
203.0.113.254,alienvault,malware
